Begin IJ Block
4   13   6   9   0.0135029738
4   13   6   10   -0.0000000001
4   13   6   11   0.0650440813
4   13   6   12   -0.0000000000
4   13   7   8   0.0000000001
4   13   7   10   0.0000000002
4   13   7   12   0.0000000000
4   14   1   13   -0.0000000000
4   14   1   14   -0.0000000000
4   14   2   14   -0.0049073292
4   14   3   13   0.0000000009
4   14   3   14   0.0000000006
4   14   4   14   0.4066486498
4   14   5   13   0.0000000001
4   14   5   14   0.0000000001
4   14   6   8   0.0000000001
4   14   6   10   0.0000000002
4   14   6   12   0.0000000000
4   14   7   8   0.0000000000
4   14   7   9   0.0135029738
4   14   7   10   0.0000000001
4   14   7   11   0.0650440813
4   14   7   12   0.0000000000
5   8   1   8   -0.0100212505
5   8   1   9   0.0000000000
5   8   1   10   0.0014117494
5   8   1   11   -0.0000000000
5   8   1   12   0.0109398730
5   8   2   8   0.0000000000
5   8   2   9   -0.0082892507
5   8   2   11   0.0019036842
5   8   2   13   -0.0000000000
5   8   3   8   -0.0009880594
5   8   3   10   -0.0004619494
5   8   3   12   0.0127734612
5   8   4   8   -0.0000000001
5   8   4   9   0.0385185101
5   8   4   10   0.0000000000
5   8   4   11   -0.0001179120
5   8   4   12   -0.0000000000
5   8   4   13   -0.0000000000
5   8   5   8   0.5134913717
5   8   5   9   -0.0000000000
5   8   5   10   -0.0046349085
5   8   5   11   0.0000000000
5   8   5   12   -0.0006096687
5   8   6   9   -0.0000000000
5   8   6   13   0.0004426986
5   8   7   14   0.0004426986
5   9   1   8   0.0000000000
5   9   1   9   -0.0100212511
5   9   1   11   0.0019071527
5   9   1   13   -0.0000000000
5   9   2   8   -0.0082882860
5   9   2   9   -0.0000000000
5   9   2   10   0.0014136952
5   9   2   11   0.0000000000
5   9   2   12   0.0109080185
5   9   3   9   -0.0009883285
5   9   3   11   0.0001102420
5   9   3   12   0.0000000000
5   9   3   13   -0.0000000000
5   9   4   8   0.0385197093
5   9   4   9   0.0000000001
5   9   4   10   -0.0006668986
5   9   4   12   0.0125301458
5   9   5   8   -0.0000000000
5   9   5   9   0.5134982099
5   9   5   10   -0.0000000000
5   9   5   11   -0.0045214826
5   9   5   12   -0.0000000000
5   9   6   8   -0.0000000000
5   9   6   14   0.0000000000
5   9   7   13   0.0000000000
5   9   7   14   0.0000000000
5   10   1   8   0.0013752466
5   10   1   10   -0.0014903706
5   10   1   11   -0.0000000000
5   10   1   12   0.0127734612
5   10   2   9   0.0013764721
5   10   2   10   -0.0000000000
5   10   2   11   0.0008352331
5   10   2   12   0.0000000000
5   10   2   13   -0.0000000000
5   10   3   8   -0.0004794766
5   10   3   10   -0.0084168178
5   10   3   12   0.0651648311
5   10   4   8   0.0000000000
5   10   4   9   -0.0007040026
5   10   4   11   0.0291299297
5   10   4   12   -0.0000000000
5   10   4   13   -0.0000000000
5   10   5   8   -0.0046349085
5   10   5   9   -0.0000000000
5   10   5   10   0.4013179316
5   10   5   11   -0.0000000000
5   10   5   12   -0.0098912505
5   10   6   11   -0.0000000000
5   10   6   13   0.0005065481
5   10   7   14   0.0005065481
5   11   1   8   -0.0000000000
5   11   1   9   0.0019032163
5   11   1   10   -0.0000000000
5   11   1   11   -0.0002116058
5   11   1   12   -0.0000000000
5   11   1   13   -0.0000000000
5   11   2   8   0.0019009024
5   11   2   9   0.0000000000
5   11   2   10   0.0008782094
5   11   2   12   0.0125301458
5   11   3   9   0.0001178881
5   11   3   11   -0.0013787486
5   11   3   12   -0.0000000000
5   11   3   13   -0.0000000000
5   11   4   8   -0.0001126306
5   11   4   10   0.0292922679
5   11   4   12   0.0632775347
5   11   5   8   0.0000000000
5   11   5   9   -0.0045214826
5   11   5   10   -0.0000000000
5   11   5   11   0.4043482846
5   11   6   10   -0.0000000000
5   11   6   12   -0.0000000000
5   11   6   13   -0.0000000000
5   11   6   14   0.0000000000
5   11   7   13   0.0000000000
5   11   7   14   0.0000000000
5   12   1   8   0.0109257223
5   12   1   10   0.0129071574
5   12   1   11   -0.0000000000
5   12   1   12   -0.0006096687
5   12   2   9   0.0108904664
5   12   2   10   0.0000000000
5   12   2   11   0.0125435197
5   12   2   12   -0.0000000000
5   12   3   8   0.0129071574
5   12   3   9   0.0000000000
5   12   3   10   0.0661543757
5   12   3   11   -0.0000000000
5   12   3   12   -0.0098912505
5   12   4   8   -0.0000000000
5   12   4   9   0.0125435197
5   12   4   10   -0.0000000000
5   12   4   11   0.0619305203
5   12   4   13   -0.0000000000
5   12   5   8   -0.0006096687
5   12   5   9   -0.0000000000
5   12   5   10   -0.0098912505
5   12   5   12   0.4061892072
5   12   6   11   -0.0000000000
5   12   6   13   0.0159008425
5   12   7   14   0.0159008425
5   13   1   9   -0.0000000000
5   13   1   11   -0.0000000000
5   13   1   13   -0.0011231524
5   13   2   8   -0.0000000000
5   13   2   10   -0.0000000000
5   13   2   13   -0.0000000000
5   13   2   14   0.0000000000
5   13   3   9   -0.0000000000
5   13   3   11   -0.0000000000
